"outname","scaff","start","end","win_size","num_sites","num_snps","Rho","FstWC","dxy","AFD","FixedDiff","FstH","FstN"
"TKOHRA_WS1000_MS1","scaffold_5",56000,57000,1000,462,101,0.0446762400970666,0.0107565825965876,0.0323896824016403,-0.0010758091115234,0,0.00709006220943881,0.019701654877443
"TKOHRA_WS1000_MS1","scaffold_5",57000,58000,1000,265,46,0.0717370305130973,0.0170258770855295,0.0240092233827493,-0.000488544474393531,0,0.0115861738412818,0.0218180014115365
"TKOHRA_WS1000_MS1","scaffold_5",58000,59000,1000,187,37,-0.0168644018009519,-0.00340061219160774,0.0217449906098803,0.00381175197351668,0,-0.00866066186174345,0.0117610175342223
"TKOHRA_WS1000_MS1","scaffold_5",60000,61000,1000,157,25,0.020311681275926,0.00611897950269552,0.00888591901728844,-0.00139331210191083,0,0.0102235935795543,0.0225853392102233
"TKOHRA_WS1000_MS1","scaffold_5",61000,62000,1000,243,40,0.0412856137882518,0.00852678779528202,0.0194772835831864,2.28440951568962e-19,0,0.000668191244264782,0.0164919594742091
"TKOHRA_WS1000_MS1","scaffold_5",62000,63000,1000,172,29,0.164399999473308,0.0510596202517026,0.0247077573762063,-0.00242248062015504,0,0.0471733740981743,0.0408472077743874
"TKOHRA_WS1000_MS1","scaffold_5",63000,64000,1000,96,30,0.0787207872078721,0.0123552123552124,0.0602213541666667,-0.00162760416666667,0,-0.0024411508282476,0.0146542120147399
"TKOHRA_WS1000_MS1","scaffold_5",64000,65000,1000,389,71,0.070852272058148,0.017579278209662,0.0218771996266373,0.00108642428693843,0,0.0133552399642859,0.0229012550561705
"TKOHRA_WS1000_MS1","scaffold_5",65000,66000,1000,113,25,0.014840891279919,0.00550293787792418,0.0283017936156764,0.00754582806573957,0,0.0207788755731675,0.0279202368424705
"TKOHRA_WS1000_MS1","scaffold_5",66000,67000,1000,60,14,0.199096991054072,0.0905875545941154,0.0560949900793651,-0.0237103174603175,0,0.10021571245372,0.0697458687036397
"TKOHRA_WS1000_MS1","scaffold_5",80000,81000,1000,628,20,-0.00125187781672508,-0.000295148932151169,0.00751215593721565,0.000981005459508644,0,-0.00187704971086764,0.0153212661919876
"TKOHRA_WS1000_MS1","scaffold_5",81000,82000,1000,907,21,-0.0259439337537035,-0.00761101721672268,0.00212847249566861,0.000526657741376595,0,-0.000328256495239413,0.0162030601700561
"TKOHRA_WS1000_MS1","scaffold_5",82000,83000,1000,765,18,0.102452117015532,0.0356785600116218,0.00504493464052288,-0.000169234360410831,0,0.0411554112742568,0.0373397972439099
"TKOHRA_WS1000_MS1","scaffold_5",83000,84000,1000,944,21,0.0302178365029187,0.00748422082064648,0.00474034787378935,0.000184435532687651,0,0.00589064454337446,0.0191605643846961
"TKOHRA_WS1000_MS1","scaffold_5",84000,85000,1000,830,32,0.0493491354186905,0.013663619149628,0.00577230798192771,-0.000774526678141136,0,0.0139424735114016,0.023284125930088
"TKOHRA_WS1000_MS1","scaffold_5",85000,86000,1000,769,31,-0.0508237536413139,-0.0155154727783044,0.00732278038003238,-0.000174159390674345,0,-0.00431930931008324,0.0145129438799325
"TKOHRA_WS1000_MS1","scaffold_5",86000,87000,1000,611,15,0.058720794845921,0.0182278176013493,0.00278941747525524,-0.000521198659496532,0,0.0227989644661892,0.0280038040080995
"TKOHRA_WS1000_MS1","scaffold_5",87000,88000,1000,455,34,0.00200669046646734,0.00104559360843272,0.00996649060265132,0.00179552590266876,0,0.042739870701082,0.0404206550596503
"TKOHRA_WS1000_MS1","scaffold_5",88000,89000,1000,498,45,0.0543741179168488,0.0276836398027002,0.0144948771844749,-0.00282379518072289,0,0.0591630962756828,0.0497088673609583
"TKOHRA_WS1000_MS1","scaffold_5",89000,90000,1000,405,45,-0.0269628002915164,-0.0126035650733924,0.0244228272584754,-0.0041740152851264,0,0.0256564712980906,0.0324042593024895
"TKOHRA_WS1000_MS1","scaffold_5",90000,91000,1000,165,4,-0.0150103230846492,-0.00744757203188584,0.00315688775510204,0.0016504329004329,0,0.0299914535821998,0.0327373308307814
"TKOHRA_WS1000_MS1","scaffold_5",91000,92000,1000,626,25,0.144508670520231,0.0513347022587269,0.00607777555910543,-0.000748801916932907,0,0.0533218520235808,0.043245414379435
"TKOHRA_WS1000_MS1","scaffold_5",92000,93000,1000,532,19,-0.0467139291785727,-0.0145015953813476,0.0071773672462406,0.000276919978517723,0,-0.00316587286309257,0.0144632092280729
"TKOHRA_WS1000_MS1","scaffold_5",93000,94000,1000,637,18,-0.0216991387239736,-0.00597743087947703,0.00292596434178067,-0.000140165956492487,0,-0.00135213444079583,0.0152416518303009
"TKOHRA_WS1000_MS1","scaffold_5",94000,95000,1000,557,19,0.0202312138728324,0.00595744680851064,0.00412014699281867,-0.000504937163375224,0,0.0103500343170899,0.021073213121877
"TKOHRA_WS1000_MS1","scaffold_5",95000,96000,1000,913,26,0.167843401309137,0.0623776998237131,0.00599811991472383,-0.00197706410055808,0,0.0637336669121175,0.0489914229219923
"TKOHRA_WS1000_MS1","scaffold_5",96000,97000,1000,607,21,0.151171865917701,0.0541778145748236,0.00434063529654036,-0.00022554326508198,0,0.0566066334496952,0.0455351893982332
"TKOHRA_WS1000_MS1","scaffold_5",97000,98000,1000,908,40,0.207046911123467,0.0799135841421328,0.00836623367684078,0.00172573159219635,0,0.0795003124868078,0.0574157170896128
"TKOHRA_WS1000_MS1","scaffold_5",98000,99000,1000,931,28,0.0760586704518571,0.0276756738144223,0.00695446764232009,0.00147690655209452,0,0.0362477497202355,0.0343213728549142
"TKOHRA_WS1000_MS1","scaffold_5",99000,1e+05,1000,749,24,-0.0879352892788593,-0.019773650177595,0.00464235051497234,-0.000166889185580774,0,-0.0185753699610016,0.00683271392627132
"TKOHRA_WS1000_MS1","scaffold_5",1e+05,101000,1000,894,39,-0.082425068119891,-0.0172340122489674,0.0087650307606264,0.000139821029082774,0,-0.0186215546907664,0.00664910299836909
"TKOHRA_WS1000_MS1","scaffold_5",101000,102000,1000,939,47,-0.0245635469247339,-0.00641022772529769,0.010906953636087,0.000613304427202191,0,-0.00355298236281041,0.0141730107903553
"TKOHRA_WS1000_MS1","scaffold_5",102000,103000,1000,803,22,0.0836012861736335,0.0233532934131737,0.00465296155043587,0.000400284646859989,0,0.0215993248554839,0.0269284282255502
"TKOHRA_WS1000_MS1","scaffold_5",103000,104000,1000,923,27,0.106851778989377,0.03156168058893,0.0056045407057731,-0.00089479182789042,0,0.0302026423542239,0.0313239416473131
"TKOHRA_WS1000_MS1","scaffold_5",104000,105000,1000,900,27,0.00267889763720026,0.000805767562126317,0.0064206142526455,-0.000229828042328042,0,0.00695715169494872,0.0198703579470586
"TKOHRA_WS1000_MS1","scaffold_5",105000,106000,1000,484,21,-0.0144287454073754,-0.0047346752272721,0.00870624108372688,-0.00148502066115702,0,0.00722129383388796,0.0198862090893913
"TKOHRA_WS1000_MS1","scaffold_5",106000,107000,1000,838,27,0.0232724766152697,0.00815765795260212,0.00688554807364473,-0.000356929764745994,0,0.0201598811667147,0.0263554844187312
"TKOHRA_WS1000_MS1","scaffold_5",107000,108000,1000,559,36,0.0598021412432136,0.0249130637506441,0.0107754514484685,-0.00142154357270636,0,0.0409818170304804,0.0376452169852851
"TKOHRA_WS1000_MS1","scaffold_5",108000,109000,1000,304,17,0.14420586658588,0.0738245419024919,0.00996448641134085,-0.00201676065162907,0,0.0908062035287849,0.0639287447578989
"TKOHRA_WS1000_MS1","scaffold_5",109000,110000,1000,314,24,-0.047526104531756,-0.0155728368625207,0.0161700030330604,0.0011326584774037,0,-0.00148852668423065,0.0155344351036998
"TKOHRA_WS1000_MS1","scaffold_5",110000,111000,1000,365,18,0.0662269854355592,0.0256439359008009,0.0088574792074364,-0.00145547945205479,0,0.0375816675034096,0.03567974104495
"TKOHRA_WS1000_MS1","scaffold_5",111000,112000,1000,608,37,0.105455020697897,0.0479432379055156,0.0103245785361842,-0.00107201597744361,0,0.0660363421957814,0.0510195796215326
"TKOHRA_WS1000_MS1","scaffold_5",112000,113000,1000,247,18,-0.0363197704747001,-0.0110276502987563,0.00880544209080393,0.000144592249855408,0,-0.00168735434517884,0.0153044610875936
"TKOHRA_WS1000_MS1","scaffold_5",113000,114000,1000,613,42,0.0966505311009757,0.0398729018812561,0.0156920613881768,-0.00277470286646469,0,0.0519605122940301,0.0430054767552743
"TKOHRA_WS1000_MS1","scaffold_5",114000,115000,1000,798,38,0.0902954781459454,0.0355936555347855,0.0101114253267096,-0.00196920873612603,0,0.0463458620859325,0.039629409937011
"TKOHRA_WS1000_MS1","scaffold_5",115000,116000,1000,411,19,0.13835586423032,0.0601023593294725,0.0106182927094195,0.0014120611748349,0,0.0725019209335925,0.0543535365964573
"TKOHRA_WS1000_MS1","scaffold_5",116000,117000,1000,48,2,-0.0508390918065153,-0.0174145335272039,0.00265066964285714,-0.00139508928571429,0,-0.00169779286926995,0.0156709887837085
"TKOHRA_WS1000_MS1","scaffold_5",117000,118000,1000,461,47,0.252949843472723,0.145291863273495,0.0204300385419895,-0.00484841441999793,0,0.157254589502017,0.101518692224158
"TKOHRA_WS1000_MS1","scaffold_5",118000,119000,1000,726,42,0.298883797471314,0.17926745045939,0.0163813459268005,-0.00328979732388823,0,0.184519508600076,0.118153084021107
"TKOHRA_WS1000_MS1","scaffold_5",119000,120000,1000,297,16,0.108504566836492,0.044897929376829,0.0147929568502485,0.00124258457591791,0,0.0558217607846502,0.0452058684235342
"TKOHRA_WS1000_MS1","scaffold_5",120000,121000,1000,173,6,0.346438048456407,0.309667524281903,0.0053416597853014,-0.00379335260115607,0,0.328456241811392,0.212758444819334
"TKOHRA_WS1000_MS1","scaffold_5",121000,122000,1000,182,28,0.0641165456346231,0.0279470562810201,0.0287725667189953,-0.0116022370486656,0,0.047524374349659,0.0408142650877308
"TKOHRA_WS1000_MS1","scaffold_5",122000,123000,1000,376,45,0.081935960721982,0.0391548501768117,0.0240372682483898,-0.000379939209726444,0,0.0618161833813777,0.0488180623721395
"TKOHRA_WS1000_MS1","scaffold_5",123000,124000,1000,236,31,0.199841607676997,0.0888937538332569,0.0301816138266747,0.00449581315577078,0,0.0943426178844552,0.0667023497616512
"TKOHRA_WS1000_MS1","scaffold_5",124000,125000,1000,211,16,0.233818195376894,0.149311450732069,0.0109438473256601,-0.00904141277364026,0,0.177118315321552,0.113426234881965
"TKOHRA_WS1000_MS1","scaffold_5",125000,126000,1000,938,39,-0.00797715713310777,-0.00223878661427701,0.00810272219895421,-0.000829716214844147,0,0.00283457096273403,0.0182265990123
"TKOHRA_WS1000_MS1","scaffold_5",126000,127000,1000,897,46,0.144850471986862,0.0587249683136274,0.00919763547141264,-0.00127906513776079,0,0.0661012677837185,0.0503565542938119
"TKOHRA_WS1000_MS1","scaffold_5",127000,128000,1000,721,42,0.028735632183908,0.0078003120124805,0.0104184726074896,0.00182038834951456,0,0.00880680388505863,0.0202944687624353
"TKOHRA_WS1000_MS1","scaffold_5",128000,129000,1000,776,53,0.0719111878530808,0.0194993859843615,0.0108532912601252,-0.00115634204712813,0,0.0178802205198567,0.0250110059098401
"TKOHRA_WS1000_MS1","scaffold_5",129000,130000,1000,823,57,0.0238543569300142,0.00692434732272818,0.0149075093661401,-0.000367051437829081,0,0.0107411441476117,0.0219756594989738
"TKOHRA_WS1000_MS1","scaffold_5",130000,131000,1000,958,50,0.0498595740591106,0.0170142027919613,0.0111093571366438,0.000594927428173775,0,0.0250962732754862,0.0290889169839855
"TKOHRA_WS1000_MS1","scaffold_5",131000,132000,1000,673,50,0.0988649859694562,0.0354551393495269,0.0125664446685063,0.000393582395811222,0,0.0418976624529235,0.0377544698657682
"TKOHRA_WS1000_MS1","scaffold_5",132000,133000,1000,393,29,0.180820330496231,0.0758539202422771,0.0150741992089457,-0.00027641463710166,0,0.0822874807761731,0.0601583269251079
"TKOHRA_WS1000_MS1","scaffold_5",133000,134000,1000,734,39,0.0200321494034594,0.00694630824618539,0.00841539144608797,0.000147998572726093,0,0.0194147272111748,0.0262843464473297
"TKOHRA_WS1000_MS1","scaffold_5",134000,135000,1000,715,55,0.0721398575457191,0.023166641917539,0.00983235514485514,8.74125874125874e-05,0,0.0273899462147469,0.0298313120755797
"TKOHRA_WS1000_MS1","scaffold_5",135000,136000,1000,619,49,0.0179387019677154,0.00442489970449977,0.00955422051696284,-0.000704381106238941,0,0.0035111980860034,0.0179456692077549
"TKOHRA_WS1000_MS1","scaffold_5",136000,137000,1000,35,3,0.0456930106617025,0.0162799218934801,0.0179421768707483,-0.00901360544217687,0,0.0311147743663713,0.0350687651473122
"TKOHRA_WS1000_MS1","scaffold_5",137000,138000,1000,547,40,0.0367532952750194,0.0103247818074083,0.0110995037868895,0.000435274658309393,0,0.0117645531019015,0.0222803545408583
"TKOHRA_WS1000_MS1","scaffold_5",138000,139000,1000,243,18,0.0965351412562319,0.0323225867129799,0.00738344784930433,-0.000440917107583774,0,0.0371441805555323,0.0353652879635344
"TKOHRA_WS1000_MS1","scaffold_5",139000,140000,1000,246,41,0.0559237708275383,0.0145555699190265,0.027487039658343,-0.00193573364305072,0,0.0123338852124349,0.0226984540588407
"TKOHRA_WS1000_MS1","scaffold_5",140000,141000,1000,406,32,-0.0113211770127049,-0.003206875026898,0.0156550093097584,-0.00253269411212761,0,0.00235838776256466,0.0175675381037695
"TKOHRA_WS1000_MS1","scaffold_5",141000,142000,1000,629,73,0.0590503032640049,0.0178315092184619,0.0235920170433038,-0.00597603906427436,0,0.0218701547940442,0.0276519688203027
"TKOHRA_WS1000_MS1","scaffold_5",142000,143000,1000,597,64,-0.0503788104754519,-0.0140925588558028,0.0220255855168701,-0.00136097152428811,0,-0.00666559508914732,0.0131034600423122
"TKOHRA_WS1000_MS1","scaffold_5",143000,144000,1000,356,30,-0.0658409397046258,-0.0257950905945483,0.0151224618182947,-0.00149227528089888,0,0.00141142570383852,0.0178822078301884
"TKOHRA_WS1000_MS1","scaffold_5",144000,145000,1000,66,5,-0.0711035267349261,-0.0346984473601422,0.00831980519480519,0.00209686147186147,0,0.005594894658624,0.0200855254632629
"TKOHRA_WS1000_MS1","scaffold_5",145000,146000,1000,512,62,-0.0418126052088553,-0.0136991040271947,0.0190380641392299,-0.00037202380952381,0,-0.000284409545969435,0.0159114009473633
"TKOHRA_WS1000_MS1","scaffold_5",146000,147000,1000,838,90,-0.0475899531402056,-0.0109801396572183,0.0204513208177066,0.00112761393340152,0,-0.0110112642316477,0.0106601747324509
"TKOHRA_WS1000_MS1","scaffold_5",147000,148000,1000,926,78,0.0876727036678146,0.0267134847366031,0.0115813502776921,0.00299708166203847,0,0.0275088785388488,0.0304802116140251
"TKOHRA_WS1000_MS1","scaffold_5",148000,149000,1000,775,67,0.0872863820982451,0.0266427070300256,0.0141676267281106,-0.00116935483870968,0,0.0280095492012417,0.0302408666374322
"TKOHRA_WS1000_MS1","scaffold_5",149000,150000,1000,541,33,0.0701593199119601,0.0239027516771598,0.0115062632030631,-0.00176590969104832,0,0.0306658591038516,0.031666077627637
"TKOHRA_WS1000_MS1","scaffold_5",150000,151000,1000,227,9,0.039318762735722,0.0185951748915752,0.0112028566933381,0.000117998741346759,0,0.0449233903738909,0.0395450768253141
"TKOHRA_WS1000_MS1","scaffold_5",151000,152000,1000,209,17,0.0221212511069312,0.00840440169233289,0.0160522043745728,0.00113209159261791,0,0.0248101445715568,0.0302553666783971
"TKOHRA_WS1000_MS1","scaffold_5",152000,153000,1000,230,16,0.170019253765272,0.0747880584156037,0.0151963638716356,0.000595238095238095,0,0.0800054704345653,0.060215648921621
"TKOHRA_WS1000_MS1","scaffold_5",153000,154000,1000,496,30,0.0289531117933177,0.0116785003869466,0.00848810573876728,-0.00108006912442396,0,0.0311291335220696,0.0326971273501943
"TKOHRA_WS1000_MS1","scaffold_5",154000,155000,1000,236,28,0.066499398490299,0.01789686663483,0.022221723037732,-0.00199253430185634,0,0.0174267619087629,0.0252954118621922
"TKOHRA_WS1000_MS1","scaffold_5",155000,156000,1000,627,44,0.000592281170634608,0.000188784519774345,0.0152391810492139,0.000999183564973039,0,0.00975976058994085,0.0215748186413308
"TKOHRA_WS1000_MS1","scaffold_5",156000,157000,1000,282,17,0.0868960847611788,0.0325430938874996,0.0152236232480581,-0.000575185748058089,0,0.0418948768268017,0.0380743120142924
"TKOHRA_WS1000_MS1","scaffold_5",157000,158000,1000,306,24,0.0765418752735412,0.0338431215725793,0.0125749518557423,-0.00353057889822596,0,0.0556623861036164,0.0452799067368546
"TKOHRA_WS1000_MS1","scaffold_5",158000,159000,1000,308,43,0.0400685480792392,0.0132359173288643,0.0231524427952999,-0.00353181045145331,0,0.0209380641414981,0.0269182143644703
"TKOHRA_WS1000_MS1","scaffold_5",159000,160000,1000,99,3,0.127507163323782,0.0696800459314161,0.00347222222222222,0.000946969696969697,0,0.0997067448680352,0.0682852807283763
"TKOHRA_WS1000_MS1","scaffold_5",160000,161000,1000,88,12,0.077023498694517,0.0182832352029749,0.0102317116477273,0.00142045454545455,0,0.0125253656147226,0.0221729490022173
"TKOHRA_WS1000_MS1","scaffold_5",161000,162000,1000,459,42,0.0135418771862741,0.00351862257553205,0.0250812033918506,0.00124818445896877,0,0.00431222947753216,0.0184434212084504
"TKOHRA_WS1000_MS1","scaffold_5",162000,163000,1000,843,71,0.0302689075630252,0.00673768903376576,0.0135795310116929,-0.000926749703440095,0,0.0018237392210163,0.0169334885429622
"TKOHRA_WS1000_MS1","scaffold_5",163000,164000,1000,717,59,0.088704500677578,0.0288605002169584,0.023049002332802,-0.00393297137543999,0,0.0319255580078584,0.0325333727367834
"TKOHRA_WS1000_MS1","scaffold_5",164000,165000,1000,695,46,0.0858200204801957,0.0294161387994784,0.0145890876584447,-0.000969938335046249,0,0.0347425989710612,0.0344107546414707
"TKOHRA_WS1000_MS1","scaffold_5",165000,166000,1000,618,37,0.0648857175552539,0.019792482692356,0.0114757004642472,-4.33425797503469e-05,0,0.0221700987968497,0.0278224852716666
"TKOHRA_WS1000_MS1","scaffold_5",166000,167000,1000,835,67,-0.0247857185080097,-0.00702761221972095,0.0153205865055603,-0.000572070145423439,0,-0.00097528083785919,0.0155387622623957
"TKOHRA_WS1000_MS1","scaffold_5",167000,168000,1000,683,56,-0.017565517203711,-0.00603867237541869,0.0160608304449159,-0.00148591647493551,0,0.00812957956991037,0.0204126950710639
"TKOHRA_WS1000_MS1","scaffold_5",168000,169000,1000,183,15,0.0482837602835865,0.018260543935549,0.00990487981394744,-0.000992063492063492,0,0.0308658629415251,0.0322745811190169
"TKOHRA_WS1000_MS1","scaffold_5",169000,170000,1000,280,16,0.183886255924171,0.0604763290244815,0.0127869897959184,0.00454400510204082,0,0.0570184455229906,0.0453311609909373
"TKOHRA_WS1000_MS1","scaffold_5",170000,171000,1000,113,8,0.0797174065537629,0.0252663474273639,0.0120940660556258,0.00272597977243995,0,0.026990266917031,0.0301122920344012
"TKOHRA_WS1000_MS1","scaffold_5",171000,172000,1000,135,4,0.126271693596649,0.0525122362635843,0.00770295965608466,0.000529100529100529,0,0.0616954837940323,0.0482772476142642
"TKOHRA_WS1000_MS1","scaffold_5",172000,173000,1000,314,23,0.0662012798348805,0.0223481686984284,0.0154988199499545,-0.000668221110100091,0,0.0294767693630653,0.0314018588954334
"TKOHRA_WS1000_MS1","scaffold_5",173000,174000,1000,207,8,-0.036134758195979,-0.0143721288760923,0.00291283859558316,-0.000733264320220842,0,0.00774288641315555,0.0206808137377281
"TKOHRA_WS1000_MS1","scaffold_5",177000,178000,1000,576,19,-0.0136986301369863,-0.00321543408360129,0.00421820746527778,0.000813802083333333,0,-0.00446011824499533,0.0136484008963129
"TKOHRA_WS1000_MS1","scaffold_5",178000,179000,1000,511,21,0.0747126436781609,0.0219898508380747,0.00355078889432485,0.000305772994129158,0,0.0227438452724053,0.0273707492397014
"TKOHRA_WS1000_MS1","scaffold_5",179000,180000,1000,624,27,-0.0440657543678458,-0.00933516146912104,0.00754555503090659,0.000615270146520147,0,-0.0122416036107792,0.00991317952729651
"TKOHRA_WS1000_MS1","scaffold_5",189000,190000,1000,527,65,-0.0328199932485425,-0.0113939315317695,0.0222182875166196,-0.000256957621758381,0,0.00459085894735805,0.0187787461613582
"TKOHRA_WS1000_MS1","scaffold_5",190000,191000,1000,771,80,0.033747588102915,0.0110112147598121,0.0259901575335063,2.89512692236427e-05,0,0.0185868487923855,0.0259076362669608
"TKOHRA_WS1000_MS1","scaffold_5",191000,192000,1000,763,77,0.0625492634565868,0.0258203685180945,0.0155577139112526,-0.00020478374836173,0,0.0410598032066204,0.0369169783630348
"TKOHRA_WS1000_MS1","scaffold_5",192000,193000,1000,584,61,-0.00788142909550579,-0.00277600769375435,0.0245567565639269,-0.000433178408349641,0,0.0115741817910497,0.0220380501424584
"TKOHRA_WS1000_MS1","scaffold_5",193000,194000,1000,706,62,0.0562954782166639,0.0209083244468214,0.0190934896887225,-0.00141010724403076,0,0.033393751646082,0.0341263070969268
"TKOHRA_WS1000_MS1","scaffold_5",194000,195000,1000,280,25,0.110921231564904,0.0426834114010136,0.0106893734056122,0.00277423469387755,0,0.0513407641967772,0.0429462338708557
"TKOHRA_WS1000_MS1","scaffold_5",195000,196000,1000,221,21,0.0683717366369144,0.0264655921485055,0.0119232789269554,0.000626212023270847,0,0.0391984125711188,0.0364458512125027
"TKOHRA_WS1000_MS1","scaffold_5",196000,197000,1000,392,38,0.0982906858776631,0.046326729627034,0.0151751548833819,-0.00177660349854227,0,0.0646824516218694,0.0498879692715716
"TKOHRA_WS1000_MS1","scaffold_5",197000,198000,1000,433,30,0.0226219116683592,0.0107919319600156,0.0116059829676674,-0.00142967117562961,0,0.0381107896878803,0.0361537428967739
"TKOHRA_WS1000_MS1","scaffold_5",198000,199000,1000,707,36,0.0657888592551625,0.0246532577219417,0.00532830706540042,-0.00107555398396983,0,0.0358703339327004,0.0342889783103479
"TKOHRA_WS1000_MS1","scaffold_5",199000,2e+05,1000,764,55,0.0477088487549893,0.0162610331809232,0.0133168941660434,-0.000292165295437547,0,0.0252405412901854,0.0296679824198698
"TKOHRA_WS1000_MS1","scaffold_5",2e+05,201000,1000,498,38,0.115713010377781,0.0425838653117958,0.0159170909829795,-0.0017002533945305,0,0.0501167293057124,0.0430566812561347
"TKOHRA_WS1000_MS1","scaffold_5",201000,202000,1000,180,3,0.132748508120679,0.0380998242167229,0.000868055555555556,0.000173611111111111,0,0.0387096774193548,0.0355987055016181
"TKOHRA_WS1000_MS1","scaffold_5",202000,203000,1000,113,8,-0.058974358974359,-0.0172026925953628,0.00990389933628319,-0.00304203539823009,0,-0.00793784833642966,0.0119205298013245
"TKOHRA_WS1000_MS1","scaffold_5",203000,204000,1000,257,23,0.0839335787400202,0.029404782366535,0.013949807184547,0.000515332592180841,0,0.037147363809291,0.0356982583165059
